llparte,CodAcc2,aaaa,mes,dia,dia_mes,hora,horarecode,Ncod_canton,Ncod_distrito,NX_WGS84,NY_WGS84,lugar_hechos,Total_Involucrados,dano_ileso_sum,dano_leve_sum,dano_grave_sum,dano_muerto_sum
2014-57300060,Colisión con motocicleta,2014,Junio,Viernes,13,5,00:00-05:59,Heredia,Heredia,-84.11846,9.996490002,Heredia-Heredia-Heredia Diagonal a la Esquina Noroeste del Mercado Central,2,1,1,0,0
2014-64200060,Colisión con motocicleta,2014,Junio,Domingo,29,18,18:00-23:59,Heredia,San Francisco,-84.128285,9.995583335,Heredia-Heredia-San Francisco Costado este de Wallmart Heredia,3,2,1,0,0
2014-10000104,Colisión con motocicleta,2014,Marzo,Lunes,17,18,18:00-23:59,Heredia,San Francisco,-84.14851214,9.992569675,Heredia-Heredia-Ulloa 100 NORTE 100 ESTE REGIONAL FUERZA PUBLICA DE LA AURORA,2,1,1,0,0
2014-222600003,Colisión con motocicleta,2014,Marzo,Sábado,29,9,06:00-11:59,Heredia,San Francisco,-84.11151,9.986290004,Heredia-Heredia-San Francisco Frente a Paseo de Las Flores.,3,1,2,0,0
2014-233900057,Colisión con motocicleta,2014,Marzo,Martes,11,18,18:00-23:59,Heredia,Ulloa,-84.153755,9.982290001,Heredia-Heredia-Ulloa FRENTE A LA ENTRADA PRINCIPAL  DE EUROCENTER DIURSA,3,2,1,0,0
2014-233900064,Colisión con motocicleta,2014,Marzo,Martes,18,6,06:00-11:59,Heredia,Ulloa,-84.13285167,9.986448334,Heredia-Heredia-Ulloa DEL BAR LA DEPORTIVA 600MTS SUR EN LA ESQUINA  SUR_OESTE D,3,1,2,0,0
2014-234800083,Colisión con motocicleta,2014,Marzo,Viernes,14,6,06:00-11:59,Heredia,Mercedes,-84.13793765,10.00393724,Heredia-Heredia-Mercedes 300 NORTE DEL CRUCE EL TRIANGULO,2,1,1,0,0
2014-237400025,Colisión con motocicleta,2014,Marzo,Viernes,7,6,06:00-11:59,Heredia,Heredia,-84.12356,9.9987,Heredia-Heredia-Heredia COSTADO SUR OESTE DE ESSTADIO HEREDIA,3,1,2,0,0
2014-238200025,Colisión con motocicleta,2014,Marzo,Domingo,9,14,12:00-17:59,Heredia,Ulloa,-84.13527,9.97144,Heredia-Heredia-Ulloa CRUCE DE ANTIGUA TEXACO,2,1,1,0,0
2014-238400051,Colisión con motocicleta,2014,Marzo,Jueves,6,14,12:00-17:59,Heredia,San Francisco,-84.14574,9.994279997,Heredia-Heredia-San Francisco De Entrada la Samaria;300 metros norte,2,1,1,0,0
2014-238400061,Colisión con motocicleta,2014,Marzo,Miércoles,12,6,06:00-11:59,Heredia,Heredia,-84.121005,9.998485001,Heredia-Heredia-Heredia Avenida 2;calle 10,3,1,1,1,0
2014-238400064,Colisión con motocicleta,2014,Marzo,Jueves,13,8,06:00-11:59,Heredia,Ulloa,-84.13485167,9.970625001,Heredia-Heredia-Ulloa Frente a Bomba UNO,2,1,1,0,0
2014-238400068,Colisión con motocicleta,2014,Marzo,Lunes,17,18,18:00-23:59,Heredia,Mercedes,-84.13828,9.997408335,Heredia-Heredia-Mercedes Diagonal a Clinica Quiropractico,2,1,1,0,0
2014-238800045,Colisión con motocicleta,2014,Marzo,Viernes,7,15,12:00-17:59,Heredia,Ulloa,-84.14562833,9.978966667,Heredia-Heredia-Ulloa CENADA FRENTE A ZONA FRANCA METRO,2,1,1,0,0
2014-238800049,Colisión con motocicleta,2014,Marzo,Sábado,8,15,12:00-17:59,Heredia,San Francisco,-84.11097,9.988661663,Heredia-Heredia-San Francisco RUTA #3 FRENTE A PLAZA BRATSI.,3,2,1,0,0
2014-238800052,Colisión con motocicleta,2014,Marzo,Lunes,10,9,06:00-11:59,Heredia,Ulloa,-84.11696833,9.966448331,Heredia-Heredia-Ulloa LAGUNILLA FRENTE A MUSMANNI,2,1,1,0,0
2014-241600049,Colisión con motocicleta,2014,Marzo,Sábado,8,7,06:00-11:59,Heredia,San Francisco,-84.14836167,9.999813337,Heredia-Heredia-San Francisco RUTA 3 FRENTE A FRENLS QUIQUE,2,1,1,0,0
2014-242900027,Colisión con motocicleta,2014,Marzo,Jueves,13,19,18:00-23:59,Heredia,Ulloa,-84.13475833,9.967418336,Heredia-Heredia-Ulloa RUTA 1 SOBRE PUENTE VIRILLA SENTIDO  SAN JOSE-ALAJUELA,2,1,1,0,0
2014-242900029,Colisión con motocicleta,2014,Marzo,Sábado,15,15,12:00-17:59,Heredia,Ulloa,-84.15491333,9.976500002,Heredia-Heredia-Ulloa SOBRE CALLE PARALELA A RUTA 1 DE LOS ARCOS 800 MTS OESTE,2,1,1,0,0
2014-249500066,Colisión con motocicleta,2014,Marzo,Jueves,13,15,12:00-17:59,Heredia,Heredia,-84.10930833,9.993343332,Heredia-Heredia-Heredia ESQUINA SURESTE DE LA PLAZA DE FUTBOL DE LA PUEBLA,2,1,1,0,0
2014-252800054,Colisión con motocicleta,2014,Marzo,Domingo,2,15,12:00-17:59,Heredia,Heredia,-84.121695,9.997674998,Heredia-Heredia-Heredia costado sur de la escuela moya,2,1,1,0,0
2014-252800072,Colisión con motocicleta,2014,Marzo,Viernes,21,21,18:00-23:59,Heredia,Heredia,-84.12348333,9.996889996,Heredia-Heredia-Heredia de la bomba casaque 150 este,2,1,1,0,0
2014-43900065,Colisión con motocicleta,2014,Marzo,Sábado,1,20,18:00-23:59,Heredia,Ulloa,-84.15343755,9.97572984,Heredia-Belén-Asuncion DE LA ENTRADA DE LOS ARCOS 200 NORTE,2,1,1,0,0
2014-43900073,Colisión con motocicleta,2014,Marzo,Miércoles,5,8,06:00-11:59,Heredia,Ulloa,-84.15908,9.982360001,Heredia-Heredia-San Francisco SEMAFORO REAL CARIARI FRENTE A  KIA MOTOR,2,1,1,0,0
2014-43900074,Colisión con motocicleta,2014,Marzo,Jueves,6,8,06:00-11:59,Heredia,Ulloa,-84.11355,9.967949998,Heredia-Heredia-Ulloa CRUCE DE SEMAFORO DE LA VALENCIA,2,0,2,0,0
2014-57300024,Colisión con motocicleta,2014,Marzo,Lunes,17,22,18:00-23:59,Heredia,San Francisco,-84.13953333,9.99134667,Heredia-Heredia-San Francisco Santa Cecilia frente a Industria Barbosa,1,0,1,0,0
2014-57300029,Colisión con motocicleta,2014,Marzo,Sábado,29,22,18:00-23:59,Heredia,San Francisco,-84.13905333,9.993208333,Heredia-Heredia-San Francisco Diagonal a Edificio Monte Doble - Optica Visión,1,0,0,1,0
2014-57800037,Colisión con motocicleta,2014,Marzo,Viernes,7,5,00:00-05:59,Heredia,San Francisco,-84.14764833,9.992530004,Heredia-Heredia-San Francisco ENTRADA LA GRAN SAMALIA 100 OESTE LA AURORA,1,0,1,0,0
2014-57800041,Colisión con motocicleta,2014,Marzo,Miércoles,12,22,18:00-23:59,Heredia,Mercedes,-84.12849333,9.999625002,Heredia-Heredia-Mercedes HEREDIA COLEGIO SAMUEL BENVIDES,2,1,1,0,0
2014-57800046,Colisión con motocicleta,2014,Marzo,Viernes,21,22,18:00-23:59,Heredia,Heredia,-84.12261667,9.994318337,Heredia-Heredia-Heredia ESQUINA BAR EL RANCHITO,2,1,1,0,0
2014-57800057,Colisión con motocicleta,2014,Marzo,Sábado,29,3,00:00-05:59,Heredia,San Francisco,-84.11097167,9.978825003,Heredia-Heredia-San Francisco RUTA TRES MABE 100 NORTE,2,1,1,0,0
2014-89400055,Colisión con motocicleta,2014,Marzo,Viernes,21,6,06:00-11:59,Heredia,Ulloa,-84.13794469,9.969141072,Heredia-Heredia-Ulloa RUTA  1 FRENTE AL LICEO DE ULLOA,2,1,1,0,0
2014-92000049,Colisión con motocicleta,2014,Marzo,Viernes,28,18,18:00-23:59,Heredia,San Francisco,-84.14878167,9.992614999,Heredia-Heredia-San Francisco DE LOS TANQUES DE LA AURORA 100 MTS NORTE,2,1,0,1,0
2014-92000050,Colisión con motocicleta,2014,Marzo,Domingo,30,9,06:00-11:59,Heredia,San Francisco,-84.126825,9.992324997,Heredia-Heredia-San Francisco DEL LICEO MANUEL BENAVIDEZ  200 MTS OESTE,2,1,0,1,0
2014-94500056,Colisión con motocicleta,2014,Marzo,Lunes,17,5,00:00-05:59,Heredia,Ulloa,-84.11581414,9.966011224,Heredia-Heredia-Ulloa Lagunilla 200 este de Jardines del Recuerdo,2,1,1,0,0
2014-96000081,Colisión con motocicleta,2014,Marzo,Martes,11,8,06:00-11:59,Heredia,San Francisco,-84.11139953,9.977262491,Heredia-Heredia-San Francisco Frente a Pequeño Mundo,3,1,2,0,0
2014-96000107,Colisión con motocicleta,2014,Marzo,Sábado,29,7,06:00-11:59,Heredia,San Francisco,-84.14080272,9.991402422,Heredia-Heredia-San Francisco Frente a Residencial Hacienda San Agustin,3,2,1,0,0
2014-96700056,Colisión con motocicleta,2014,Marzo,Martes,11,8,06:00-11:59,Heredia,Ulloa,-84.15859,9.978580004,Heredia-Belén-Asuncion diagonal a ponderox Griill,2,1,1,0,0
2014-10000176,Colisión con motocicleta,2014,Mayo,Viernes,16,6,06:00-11:59,Heredia,Ulloa,-84.14191307,9.975768739,Heredia-Heredia-Ulloa ENTRADA A MULTI COMERCIAL BADEN SERVICES CORP SA BARREAL,3,0,3,0,0
2014-15000049,Colisión con motocicleta,2014,Mayo,Miércoles,21,8,06:00-11:59,Heredia,Heredia,-84.1168,10.0026374,Heredia-Heredia-Heredia 100 Norte Comandancia,2,1,1,0,0
2014-222600035,Colisión con motocicleta,2014,Mayo,Lunes,19,17,12:00-17:59,Heredia,Ulloa,-84.11702,9.966559998,Heredia-Heredia-San Francisco Laguniilla fte a Musmanni,2,1,1,0,0
2014-236400136,Colisión con motocicleta,2014,Mayo,Domingo,25,9,06:00-11:59,Heredia,Heredia,-84.11589,10.00052,Heredia-Heredia-Heredia Cruce entre calle 01 y avenida 03,2,1,1,0,0
2014-237400064,Colisión con motocicleta,2014,Mayo,Miércoles,7,8,06:00-11:59,Heredia,San Francisco,-84.15156651,9.989500685,Heredia-Heredia-San Francisco 200 SUR DE PALI LA AURORA,2,1,1,0,0
2014-237400084,Colisión con motocicleta,2014,Mayo,Miércoles,28,6,06:00-11:59,Heredia,Heredia,-84.12178628,9.993586704,Heredia-Heredia-Heredia 150 NORTE DE HOSPITAL SAN VICENTE DE PAUL,2,1,0,1,0
2014-238200066,Colisión con motocicleta,2014,Mayo,Domingo,18,15,12:00-17:59,Heredia,Ulloa,-84.13371,9.98837667,Heredia-Heredia-San Francisco 200 METROS SUR DE BAR LA DEPORTIVA,2,1,1,0,0
2014-238400118,Colisión con motocicleta,2014,Mayo,Martes,6,9,06:00-11:59,Heredia,San Francisco,-84.13861,9.997200001,Heredia-Heredia-San Francisco RUTA 3;cruce de Clinica Quiropractica,2,1,1,0,0
2014-238400137,Colisión con motocicleta,2014,Mayo,Sábado,17,20,18:00-23:59,Heredia,San Francisco,-84.11329,9.972800005,Heredia-Heredia-San Francisco CRUCE DE LOS LAGOS,2,1,1,0,0
2014-238400146,Colisión con motocicleta,2014,Mayo,Sábado,24,13,12:00-17:59,Heredia,San Francisco,-84.13433594,9.996459944,Heredia-Heredia-Mercedes De Autos Bola├▒os;100 metros oesteRUTA 3,2,1,0,1,0
2014-238800112,Colisión con motocicleta,2014,Mayo,Jueves,22,8,06:00-11:59,Heredia,Ulloa,-84.14359833,9.971481666,Heredia-Heredia-Ulloa BARREAL COSTADO NORTE PLAZA DEPORTES,2,1,1,0,0
2014-241600100,Colisión con motocicleta,2014,Mayo,Lunes,19,17,12:00-17:59,Heredia,Ulloa,-84.12063167,9.967566663,Heredia-Heredia-Ulloa LAGUNILLA  FTE AMPM,2,1,1,0,0
2014-245700091,Colisión con motocicleta,2014,Mayo,Jueves,29,15,12:00-17:59,Heredia,Ulloa,-84.14452333,9.972200004,Heredia-Heredia-Ulloa RUTA 1 KM 8 SENTIDO SAN JOSE ALAJUELA,4,3,1,0,0
2014-246000105,Colisión con motocicleta,2014,Mayo,Sábado,24,11,06:00-11:59,Heredia,Mercedes,-84.128295,9.999776665,Heredia-Heredia-Mercedes DEL LA ESCUELA CUBUJUQUI 100 METROS AL NORTE,2,1,1,0,0
2014-248100045,Colisión con motocicleta,2014,Mayo,Miércoles,14,6,06:00-11:59,Heredia,Heredia,-84.12351971,9.996925029,Heredia-Heredia-Heredia BOMBA CASAQUE 100M ESTE,3,2,1,0,0
2014-253100087,Colisión con motocicleta,2014,Mayo,Sábado,17,15,12:00-17:59,Heredia,Heredia,-84.12183,9.996706667,Heredia-Heredia-Heredia DIAGONAL A BODEGAS DEL BANCO NACIONAL,2,1,0,1,0
2014-253100096,Colisión con motocicleta,2014,Mayo,Jueves,29,11,06:00-11:59,Heredia,San Francisco,-84.11382167,9.971805002,Heredia-Heredia-San Francisco LOS LAGOS,2,1,1,0,0
2014-38100004,Colisión con motocicleta,2014,Mayo,Jueves,8,18,18:00-23:59,Heredia,Ulloa,-84.15764833,9.982685003,Heredia-Heredia-Ulloa la aurora frente a estacion de servicio uno,3,2,1,0,0
2014-92000071,Colisión con motocicleta,2014,Mayo,Jueves,1,10,06:00-11:59,Heredia,Heredia,-84.11923028,10.0039191,Heredia-Heredia-Heredia 100 MTS NORTE IGLESIA FATIMA,3,1,2,0,0
2014-92000077,Colisión con motocicleta,2014,Mayo,Miércoles,7,17,12:00-17:59,Heredia,Heredia,-84.11201615,9.994686548,Heredia-Heredia-Heredia CRUCE PIRRO 75 MTS SUR,2,0,2,0,0
2014-10000329,Colisión con motocicleta,2014,Noviembre,Sábado,8,10,06:00-11:59,Heredia,Heredia,-84.1119,9.993576664,Heredia-Heredia-Heredia RUTA 3 PIRRO FRENTE A MUEBLERIA LA FAVORITA,2,0,2,0,0
2014-10000346,Colisión con motocicleta,2014,Noviembre,Martes,18,10,06:00-11:59,Heredia,Heredia,-84.11426667,9.99693667,Heredia-Heredia-Heredia AV 4 CALLE  5,2,1,1,0,0
2014-213200259,Colisión con motocicleta,2014,Noviembre,Miércoles,19,18,18:00-23:59,Heredia,San Francisco,-84.11116833,9.988230002,Heredia-Heredia-San Francisco entrada a centro comercial Plaza Bratsi,2,1,1,0,0
2014-233100210,Colisión con motocicleta,2014,Noviembre,Sábado,8,15,12:00-17:59,Heredia,Heredia,-84.11411849,10.00278693,Heredia-Heredia-Heredia frente a pollo el cantor,2,1,1,0,0
2014-234800344,Colisión con motocicleta,2014,Noviembre,Jueves,27,9,06:00-11:59,Heredia,Ulloa,-84.12802,9.968670002,Heredia-Heredia-Ulloa FRENTE A CAMPUS BENJAMIN NUÑEZ UNA .,2,1,1,0,0
2014-235400254,Colisión con motocicleta,2014,Noviembre,Miércoles,5,8,06:00-11:59,Heredia,Ulloa,-84.10995344,9.961598877,San José-San José-Uruca De Super Baterias 100 oeste,2,1,1,0,0
2014-236400246,Colisión con motocicleta,2014,Noviembre,Domingo,9,21,18:00-23:59,Heredia,Ulloa,-84.11306624,9.96653795,Heredia-Heredia-Ulloa Frente a Peugeot,2,1,1,0,0
2014-237400230,Colisión con motocicleta,2014,Noviembre,Lunes,3,17,12:00-17:59,Heredia,Heredia,-84.12268,9.993530001,Heredia-Heredia-Heredia 100 SUR DE HOSPITAL SAN VICENTE DE PAUL EN CALLE DE LA,2,1,1,0,0
2014-237400235,Colisión con motocicleta,2014,Noviembre,Sábado,8,11,06:00-11:59,Heredia,Ulloa,-84.12041,9.978694999,Heredia-Heredia-Heredia GUARARI 400 SUR DE ESTACION DEL ICE,2,1,1,0,0
2014-237400254,Colisión con motocicleta,2014,Noviembre,Viernes,28,7,06:00-11:59,Heredia,Mercedes,-84.12275674,10.00631294,Heredia-Heredia-Heredia 800 NORTE DEL PALACIO DE LOS DEPORTES,3,1,2,0,0
2014-237400257,Colisión con motocicleta,2014,Noviembre,Viernes,28,10,06:00-11:59,Heredia,Heredia,-84.11157,9.99159,Heredia-Heredia-Heredia CRUSE DEL FERROCARIL U I A 100 SUR,2,1,1,0,0
2014-238400302,Colisión con motocicleta,2014,Noviembre,Martes,4,7,06:00-11:59,Heredia,Ulloa,-84.142895,9.976365,Heredia-Heredia-Ulloa Del Puente La Pepsi;75 metros este,2,1,0,1,0
2014-238400310,Colisión con motocicleta,2014,Noviembre,Lunes,10,6,06:00-11:59,Heredia,Heredia,-84.12095,9.993370005,Heredia-Heredia-Heredia Diagonal a Escuela del Sur,3,1,2,0,0
2014-238400321,Colisión con motocicleta,2014,Noviembre,Lunes,17,14,12:00-17:59,Heredia,San Francisco,-84.12892,9.996166668,Heredia-Heredia-San Francisco Entrada Los Lagos,2,1,1,0,0
2014-238400324,Colisión con motocicleta,2014,Noviembre,Martes,18,8,06:00-11:59,Heredia,Ulloa,-84.14014333,9.974314997,Heredia-Heredia-Ulloa Barreal frente a Super Amistad,2,1,1,0,0
2014-238800216,Colisión con motocicleta,2014,Noviembre,Sábado,29,4,00:00-05:59,Heredia,Ulloa,-84.11268624,9.96535059,"Heredia-Heredia-Ulloa LAGUNILLA, LA VALENCIA AUTOS PEUGEOT 200MTS SUR.",2,0,0,2,0
2014-238800216,Colisión con motocicleta,2014,Noviembre,Sábado,29,4,00:00-05:59,Heredia,Ulloa,-84.11268624,9.96535059,"Heredia-Heredia-Ulloa LAGUNILLA, LA VALENCIA AUTOS PEUGEOT 200MTS SUR.",2,0,0,2,0
2014-241600302,Colisión con motocicleta,2014,Noviembre,Jueves,13,14,12:00-17:59,Heredia,San Francisco,-84.12896167,9.995961664,Heredia-Heredia-San Francisco FRENTE A WALMART,2,1,1,0,0
2014-243900234,Colisión con motocicleta,2014,Noviembre,Viernes,28,16,12:00-17:59,Heredia,Ulloa,-84.13687852,9.968679526,Heredia-Heredia-Ulloa DE BAJO DEL PUENTE DEL CASTELLA SOBRE RUTA 1 SENTIDO SAN,2,1,1,0,0
2014-246000335,Colisión con motocicleta,2014,Noviembre,Viernes,7,8,06:00-11:59,Heredia,Ulloa,-84.117025,9.966506667,Heredia-Heredia-Ulloa LAGUNILLA FRENTE A LA MUSMANNI,2,1,1,0,0
2014-246000340,Colisión con motocicleta,2014,Noviembre,Lunes,10,19,18:00-23:59,Heredia,San Francisco,-84.13010333,9.99261167,Heredia-Heredia-San Francisco DE LA POPS 100 METROS AL SUR,2,1,1,0,0
2014-246000341,Colisión con motocicleta,2014,Noviembre,Miércoles,12,17,12:00-17:59,Heredia,Heredia,-84.11622,9.992241666,Heredia-Heredia-Heredia DEL PUENTE DEL GUAYABAL 100 METROS AL NORTE,2,1,1,0,0
2014-249500250,Colisión con motocicleta,2014,Noviembre,Jueves,27,5,00:00-05:59,Heredia,Ulloa,-84.11253,9.964971665,Heredia-Heredia-Ulloa LA VALENCIA 25M SUR DE DUNBART INTERNACIONAL,2,1,1,0,0
2014-252800223,Colisión con motocicleta,2014,Noviembre,Lunes,3,9,06:00-11:59,Heredia,San Francisco,-84.152735,9.989695003,Heredia-Heredia-San Francisco Aurora del templo catolico 200 oeste en el cruce,2,0,2,0,0
2014-253000030,Colisión con motocicleta,2014,Noviembre,Jueves,13,13,12:00-17:59,Heredia,Heredia,-84.11923333,10.00105667,Heredia-Heredia-Heredia De la Cruz Roja 300 metros al oeste,2,1,0,1,0
2014-315300163,Colisión con motocicleta,2014,Noviembre,Miércoles,26,15,12:00-17:59,Heredia,Mercedes,-84.1277,10.00325,Heredia-Heredia-Mercedes FRENTE CEMENTERIO DE MERCEDES NORTE,2,1,1,0,0
2014-316900084,Colisión con motocicleta,2014,Noviembre,Martes,25,7,06:00-11:59,Heredia,Heredia,-84.115925,9.997926667,Heredia-Heredia-Heredia AV 2 C 1 COSTADO ESTE DE LOS TRIBUNALES,2,1,1,0,0
2014-39200027,Colisión con motocicleta,2014,Noviembre,Viernes,7,10,06:00-11:59,Heredia,Ulloa,-84.13829,9.96930833,Heredia-Heredia-Ulloa Ruta N1 Salida del Castella,2,1,1,0,0
2014-57800099,Colisión con motocicleta,2014,Noviembre,Sábado,8,5,00:00-05:59,Heredia,Mercedes,-84.13597167,9.999368336,Heredia-Heredia-Mercedes MERCEDES SUR IGLESIAS CATÓLICA 100 SUR,2,1,1,0,0
2014-92000226,Colisión con motocicleta,2014,Noviembre,Sábado,1,10,06:00-11:59,Heredia,Heredia,-84.11416,9.998589998,Heredia-Heredia-Heredia CRUCE AM PM,3,2,1,0,0
2014-92000227,Colisión con motocicleta,2014,Noviembre,Sábado,1,11,06:00-11:59,Heredia,Ulloa,-84.11300833,9.966038335,Heredia-Heredia-San Francisco RUTA 3  75 MTS SUR CRUCE VALENCIA,2,1,1,0,0
2014-92000246,Colisión con motocicleta,2014,Noviembre,Miércoles,12,11,06:00-11:59,Heredia,Ulloa,-84.110045,9.961999998,Heredia-Heredia-San Francisco RUTA 3 FRENTE A REPUESTOS GIGANTE,2,1,1,0,0
2014-92000262,Colisión con motocicleta,2014,Noviembre,Viernes,28,18,18:00-23:59,Heredia,San Francisco,-84.13434078,9.990930891,Heredia-Heredia-Ulloa COSTADO SUR FRESCH MARKET,2,1,1,0,0
2014-10000291,Colisión con motocicleta,2014,Octubre,Domingo,19,13,12:00-17:59,Heredia,Heredia,-84.12183667,9.997569998,Heredia-Heredia-Heredia AV 4 CALLE 12,2,1,0,1,0
2014-10000311,Colisión con motocicleta,2014,Octubre,Jueves,30,15,12:00-17:59,Heredia,San Francisco,-84.12654,9.994639998,Heredia-Heredia-San Francisco 200 SUR BAC SN JOSE SN FCO,2,1,1,0,0
2014-213200235,Colisión con motocicleta,2014,Octubre,Jueves,23,18,18:00-23:59,Heredia,Ulloa,-84.13503,9.990855004,Heredia-Heredia-San Francisco 100 metros sur y 100 metros este del bar la deport,2,1,1,0,0
2014-222600121,Colisión con motocicleta,2014,Octubre,Jueves,9,12,12:00-17:59,Heredia,Ulloa,-84.15204,9.981400004,Heredia-Heredia-San Francisco La Aurora fte a Cenada,2,1,1,0,0
2014-235000070,Colisión con motocicleta,2014,Octubre,Miércoles,22,17,12:00-17:59,Heredia,Mercedes,-84.12223833,10.01413,Heredia-Heredia-Mercedes DE LA LICORERA TAURO 50 MTS OESTE,2,1,1,0,0
2014-236400215,Colisión con motocicleta,2014,Octubre,Sábado,4,18,18:00-23:59,Heredia,Mercedes,-84.13193,10.00066,Heredia-Heredia-Mercedes Cruce entre calle 32 y avenida central 1,2,1,0,1,0
2014-236400216,Colisión con motocicleta,2014,Octubre,Martes,7,21,18:00-23:59,Heredia,Mercedes,-84.13346183,10.0071195,Heredia-Heredia-Mercedes De la iglesia catolica de Mercedes Norte 300 al oeste,2,1,0,1,0
2014-238400262,Colisión con motocicleta,2014,Octubre,Jueves,2,17,12:00-17:59,Heredia,Heredia,-84.11411167,10.00038167,Heredia-Heredia-Heredia Ave 3;Calle 5,2,1,1,0,0
2014-238400271,Colisión con motocicleta,2014,Octubre,Martes,7,17,12:00-17:59,Heredia,Mercedes,-84.13167333,9.999461667,Heredia-Heredia-Mercedes Mercedes NorteDiagonal a Super Gigante,2,1,1,0,0
2014-238400274,Colisión con motocicleta,2014,Octubre,Jueves,9,17,12:00-17:59,Heredia,Heredia,-84.11658833,9.999730002,Heredia-Heredia-Heredia Ave 1;Calle 0,2,1,1,0,0
2014-238400293,Colisión con motocicleta,2014,Octubre,Martes,28,19,18:00-23:59,Heredia,San Francisco,-84.14550662,9.999130098,Heredia-Heredia-San Francisco FRENTE A AUTOMERCADO RUTA 3,2,1,0,1,0
2014-238400298,Colisión con motocicleta,2014,Octubre,Viernes,31,16,12:00-17:59,Heredia,San Francisco,-84.11002,9.98615,Heredia-Heredia-San Francisco Frente a Salida Este Paseo Las Flores/,3,1,0,2,0
2014-246000302,Colisión con motocicleta,2014,Octubre,Miércoles,15,17,12:00-17:59,Heredia,San Francisco,-84.11333833,9.972848335,Heredia-Heredia-San Francisco CRUCE DE LOS LAGOS,2,1,1,0,0
2014-246000306,Colisión con motocicleta,2014,Octubre,Viernes,17,16,12:00-17:59,Heredia,San Francisco,-84.11141333,9.989606669,Heredia-Heredia-San Francisco ESQUINA SURESTE DEL COMPLEJO DEPORTIVO  FOSFORERA,2,1,1,0,0
2014-315300110,Colisión con motocicleta,2014,Octubre,Miércoles,1,8,06:00-11:59,Heredia,San Francisco,-84.16233333,9.990955001,Heredia-Heredia-San Francisco FRENTE ZONA FRANCA AMERICA,2,1,1,0,0
2014-315300120,Colisión con motocicleta,2014,Octubre,Miércoles,15,8,06:00-11:59,Heredia,San Francisco,-84.109585,9.985070001,Heredia-Heredia-San Francisco FRENTE UNIVERSIDAD LATINA,3,2,1,0,0
2014-315300132,Colisión con motocicleta,2014,Octubre,Martes,28,7,06:00-11:59,Heredia,San Francisco,-84.13571515,9.991654974,Heredia-Heredia-San Francisco DEL BAR LA DEPORTIVA 125 MTS AL OESTE SANTA CECIL,3,2,1,0,0
2014-316900045,Colisión con motocicleta,2014,Octubre,Martes,7,18,18:00-23:59,Heredia,Ulloa,-84.14615833,9.979091665,Heredia-Heredia-Ulloa FRENTE A METRO PARK,2,1,1,0,0
2014-316900060,Colisión con motocicleta,2014,Octubre,Martes,21,21,18:00-23:59,Heredia,Mercedes,-84.13780333,9.998853337,Heredia-Heredia-Mercedes FRENTE A BAR LA PALMA,2,1,1,0,0
2014-316900061,Colisión con motocicleta,2014,Octubre,Miércoles,22,17,12:00-17:59,Heredia,Ulloa,-84.1208,9.988594997,Heredia-Heredia-Ulloa DETRAS DEL HOSPITAL DE HEREDIA,2,1,1,0,0
2014-316900070,Colisión con motocicleta,2014,Octubre,Viernes,31,7,06:00-11:59,Heredia,Ulloa,-84.13998833,9.973796666,Heredia-Heredia-Ulloa 300M SUR DEL SUPER CHARLIE,2,1,1,0,0
2014-57300098,Colisión con motocicleta,2014,Octubre,Viernes,10,0,00:00-05:59,Heredia,Heredia,-84.116925,10.000595,Heredia-Heredia-Heredia Diagonal a Panaderia Trigo Miel,3,1,2,0,0
2014-92000186,Colisión con motocicleta,2014,Octubre,Jueves,2,9,06:00-11:59,Heredia,Heredia,-84.12355,10.00035,Heredia-Heredia-Heredia COSTADO NOROESTE ESTADIO HEREDIA,2,1,0,1,0
2014-94500236,Colisión con motocicleta,2014,Octubre,Viernes,3,10,06:00-11:59,Heredia,Ulloa,-84.15070064,9.974516586,Heredia-Belén-Asuncion ruta 1 sentido 2 -1  km 9 frente a plaza los arcos,2,1,1,0,0
2014-96000273,Colisión con motocicleta,2014,Octubre,Lunes,6,14,12:00-17:59,Heredia,San Francisco,-84.13755127,9.997016692,Heredia-Heredia-San Francisco Costado Norte Condominios Avicennia,2,1,1,0,0
2014-96000292,Colisión con motocicleta,2014,Octubre,Viernes,17,11,06:00-11:59,Heredia,Heredia,-84.11923028,10.0039191,Heredia-Heredia-Heredia Iglesia Catolica Barrio Fatima 100 Norte,2,1,1,0,0
2014-213200189,Colisión con motocicleta,2014,Setiembre,Lunes,22,15,12:00-17:59,Heredia,Heredia,-84.114075,9.997871671,Heredia-Heredia-Heredia 200 metros este de los Tribunales de Heredia,2,1,1,0,0
2014-237400180,Colisión con motocicleta,2014,Setiembre,Miércoles,3,7,06:00-11:59,Heredia,Heredia,-84.11927,10.00331,Heredia-Heredia-Heredia CALLE 6 AVENIDA 9,2,1,1,0,0
2014-237400184,Colisión con motocicleta,2014,Setiembre,Lunes,8,19,18:00-23:59,Heredia,Ulloa,-84.11350792,9.967827188,Heredia-Heredia-Heredia 150 NORTE DE AUTOS PEUGEUT RUTA 3,3,1,2,0,0
2014-237400197,Colisión con motocicleta,2014,Setiembre,Martes,23,17,12:00-17:59,Heredia,Heredia,-84.1168,10.00305,Heredia-Heredia-Heredia CALLE 0 AVENIDA 9,2,1,1,0,0
